========================================================================================================================================================================================================
Motion Planning Output - Robot Motor States and Attached Magnet Position
========================================================================================================================================================================================================

Motor Position Ranges:
  - θ1 (ω1 Motor): -360° to +360° (Front section rotation)
  - θ2 (ω2 Motor): -360° to +360° (Rear section rotation)
  - θ3 (ω3 Motor): -90° to +90° (Inter-section rotation)
  - s  (v Motor):  0mm to 8mm (Linear displacement)

State Code Format: ω1ω2ω3vm1m2
  - ω1,ω2,ω3,v: 0=Stop, 1=Forward/CW, 2=Reverse/CCW
  - m1,m2: 0=OFF(detached), 1=ON(attached)

Attached Magnet Position:
  - Shows the 3D coordinate (X, Y, Z) of the magnet that is attached (ON) to the cylinder inner wall
  - Coordinate system: X and Y are radial coordinates, Z is axial coordinate (0-1000mm)
  - Cylinder inner wall radius: 900mm
  - When both magnets are ON, both positions are shown

========================================================================================================================================================================================================

Step	State	ω1	ω2	ω3	v	M1	M2	Dur(s)	Time(s)	θ1(°)	θ2(°)	θ3(°)	s(mm)	Attached Magnet Position (X,Y,Z)	Description
1165	000011	0	0	0	0	1	1	0.500	3135.126	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1166	000001	0	0	0	0	0	1	0.500	3135.626	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1167	001001	0	0	1	0	0	1	1.222	3136.848	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1168	002201	0	0	2	2	0	1	12.800	3149.648	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1169	002001	0	0	2	0	0	1	1.222	3150.870	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1170	000011	0	0	0	0	1	1	0.500	3151.370	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1171	000010	0	0	0	0	1	0	0.500	3151.870	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1172	001010	0	0	1	0	1	0	1.222	3153.092	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1173	001110	0	0	1	1	1	0	12.800	3165.892	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1174	002010	0	0	2	0	1	0	1.222	3167.113	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1175	000011	0	0	0	0	1	1	0.500	3167.613	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1176	000001	0	0	0	0	0	1	0.500	3168.113	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1177	001001	0	0	1	0	0	1	1.222	3169.335	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1178	002201	0	0	2	2	0	1	12.800	3182.135	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1179	002001	0	0	2	0	0	1	1.222	3183.357	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1180	000011	0	0	0	0	1	1	0.500	3183.857	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1181	000010	0	0	0	0	1	0	0.500	3184.357	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1182	001010	0	0	1	0	1	0	1.222	3185.579	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1183	001110	0	0	1	1	1	0	12.800	3198.379	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1184	002010	0	0	2	0	1	0	1.222	3199.600	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1185	000011	0	0	0	0	1	1	0.500	3200.100	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1186	000001	0	0	0	0	0	1	0.500	3200.600	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1187	001001	0	0	1	0	0	1	1.222	3201.822	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1188	002201	0	0	2	2	0	1	12.800	3214.622	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1189	002001	0	0	2	0	0	1	1.222	3215.844	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1190	000011	0	0	0	0	1	1	0.500	3216.344	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1191	000010	0	0	0	0	1	0	0.500	3216.844	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1192	001010	0	0	1	0	1	0	1.222	3218.065	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1193	001110	0	0	1	1	1	0	1.600	3219.665	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1194	002010	0	0	2	0	1	0	1.222	3220.887	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1195	000011	0	0	0	0	1	1	0.500	3221.387	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1196	000001	0	0	0	0	0	1	0.500	3221.887	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1197	001001	0	0	1	0	0	1	1.222	3223.109	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1198	002201	0	0	2	2	0	1	1.600	3224.709	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1199	002001	0	0	2	0	0	1	1.222	3225.931	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1200	000011	0	0	0	0	1	1	0.500	3226.431	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1201	000010	0	0	0	0	1	0	0.500	3226.931	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1202	001010	0	0	1	0	1	0	1.222	3228.152	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1203	001110	0	0	1	1	1	0	12.800	3240.952	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1204	002010	0	0	2	0	1	0	1.222	3242.174	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1205	000011	0	0	0	0	1	1	0.500	3242.674	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1206	000001	0	0	0	0	0	1	0.500	3243.174	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1207	001001	0	0	1	0	0	1	1.222	3244.396	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1208	002201	0	0	2	2	0	1	12.800	3257.196	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1209	002001	0	0	2	0	0	1	1.222	3258.418	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1210	000011	0	0	0	0	1	1	0.500	3258.918	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1211	000010	0	0	0	0	1	0	0.500	3259.418	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1212	001010	0	0	1	0	1	0	1.222	3260.639	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1213	001110	0	0	1	1	1	0	12.800	3273.439	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1214	002010	0	0	2	0	1	0	1.222	3274.661	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1215	000011	0	0	0	0	1	1	0.500	3275.161	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1216	000001	0	0	0	0	0	1	0.500	3275.661	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1217	001001	0	0	1	0	0	1	1.222	3276.883	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1218	002201	0	0	2	2	0	1	12.800	3289.683	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1219	002001	0	0	2	0	0	1	1.222	3290.904	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1220	000011	0	0	0	0	1	1	0.500	3291.404	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1221	000010	0	0	0	0	1	0	0.500	3291.904	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1222	001010	0	0	1	0	1	0	1.222	3293.126	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1223	001110	0	0	1	1	1	0	12.800	3305.926	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1224	002010	0	0	2	0	1	0	1.222	3307.148	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1225	000011	0	0	0	0	1	1	0.500	3307.648	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1226	000001	0	0	0	0	0	1	0.500	3308.148	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1227	001001	0	0	1	0	0	1	1.222	3309.370	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1228	002201	0	0	2	2	0	1	12.800	3322.170	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1229	002001	0	0	2	0	0	1	1.222	3323.391	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1230	000011	0	0	0	0	1	1	0.500	3323.891	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1231	000010	0	0	0	0	1	0	0.500	3324.391	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1232	001010	0	0	1	0	1	0	1.222	3325.613	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1233	001110	0	0	1	1	1	0	1.600	3327.213	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1234	002010	0	0	2	0	1	0	1.222	3328.435	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1235	000011	0	0	0	0	1	1	0.500	3328.935	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1236	000001	0	0	0	0	0	1	0.500	3329.435	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1237	001001	0	0	1	0	0	1	1.222	3330.657	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1238	002201	0	0	2	2	0	1	1.600	3332.257	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1239	002001	0	0	2	0	0	1	1.222	3333.478	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1240	000011	0	0	0	0	1	1	0.500	3333.978	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1241	000010	0	0	0	0	1	0	0.500	3334.478	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1242	001010	0	0	1	0	1	0	1.222	3335.700	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1243	001110	0	0	1	1	1	0	12.800	3348.500	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1244	002010	0	0	2	0	1	0	1.222	3349.722	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1245	000011	0	0	0	0	1	1	0.500	3350.222	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1246	000001	0	0	0	0	0	1	0.500	3350.722	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1247	001001	0	0	1	0	0	1	1.222	3351.944	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1248	002201	0	0	2	2	0	1	12.800	3364.744	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1249	002001	0	0	2	0	0	1	1.222	3365.965	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1250	000011	0	0	0	0	1	1	0.500	3366.465	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1251	000010	0	0	0	0	1	0	0.500	3366.965	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1252	001010	0	0	1	0	1	0	1.222	3368.187	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1253	001110	0	0	1	1	1	0	12.800	3380.987	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1254	002010	0	0	2	0	1	0	1.222	3382.209	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1255	000011	0	0	0	0	1	1	0.500	3382.709	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1256	000001	0	0	0	0	0	1	0.500	3383.209	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1257	001001	0	0	1	0	0	1	1.222	3384.430	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1258	002201	0	0	2	2	0	1	12.800	3397.230	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1259	002001	0	0	2	0	0	1	1.222	3398.452	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1260	000011	0	0	0	0	1	1	0.500	3398.952	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1261	000010	0	0	0	0	1	0	0.500	3399.452	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1262	001010	0	0	1	0	1	0	1.222	3400.674	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1263	001110	0	0	1	1	1	0	12.800	3413.474	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1264	002010	0	0	2	0	1	0	1.222	3414.696	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1265	000011	0	0	0	0	1	1	0.500	3415.196	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1266	000001	0	0	0	0	0	1	0.500	3415.696	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1267	001001	0	0	1	0	0	1	1.222	3416.917	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1268	002201	0	0	2	2	0	1	12.800	3429.717	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1269	002001	0	0	2	0	0	1	1.222	3430.939	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1270	000011	0	0	0	0	1	1	0.500	3431.439	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1271	000010	0	0	0	0	1	0	0.500	3431.939	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1272	001010	0	0	1	0	1	0	1.222	3433.161	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1273	001110	0	0	1	1	1	0	1.600	3434.761	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1274	002010	0	0	2	0	1	0	1.222	3435.983	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1275	000011	0	0	0	0	1	1	0.500	3436.483	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1276	000001	0	0	0	0	0	1	0.500	3436.983	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1277	001001	0	0	1	0	0	1	1.222	3438.204	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1278	002201	0	0	2	2	0	1	1.600	3439.804	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1279	002001	0	0	2	0	0	1	1.222	3441.026	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1280	000011	0	0	0	0	1	1	0.500	3441.526	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1281	000010	0	0	0	0	1	0	0.500	3442.026	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1282	001010	0	0	1	0	1	0	1.222	3443.248	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1283	001110	0	0	1	1	1	0	12.800	3456.048	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1284	002010	0	0	2	0	1	0	1.222	3457.269	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1285	000011	0	0	0	0	1	1	0.500	3457.769	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1286	000001	0	0	0	0	0	1	0.500	3458.269	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1287	001001	0	0	1	0	0	1	1.222	3459.491	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1288	002201	0	0	2	2	0	1	12.800	3472.291	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1289	002001	0	0	2	0	0	1	1.222	3473.513	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1290	000011	0	0	0	0	1	1	0.500	3474.013	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1291	000010	0	0	0	0	1	0	0.500	3474.513	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1292	001010	0	0	1	0	1	0	1.222	3475.735	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1293	001110	0	0	1	1	1	0	12.800	3488.535	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1294	002010	0	0	2	0	1	0	1.222	3489.756	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1295	000011	0	0	0	0	1	1	0.500	3490.256	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1296	000001	0	0	0	0	0	1	0.500	3490.756	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1297	001001	0	0	1	0	0	1	1.222	3491.978	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1298	002201	0	0	2	2	0	1	12.800	3504.778	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1299	002001	0	0	2	0	0	1	1.222	3506.000	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1300	000011	0	0	0	0	1	1	0.500	3506.500	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1301	000010	0	0	0	0	1	0	0.500	3507.000	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1302	001010	0	0	1	0	1	0	1.222	3508.222	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1303	001110	0	0	1	1	1	0	12.800	3521.022	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1304	002010	0	0	2	0	1	0	1.222	3522.243	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1305	000011	0	0	0	0	1	1	0.500	3522.743	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1306	000001	0	0	0	0	0	1	0.500	3523.243	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1307	001001	0	0	1	0	0	1	1.222	3524.465	0.0	0.0	35.0	6.40	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1308	002201	0	0	2	2	0	1	12.800	3537.265	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1309	002001	0	0	2	0	0	1	1.222	3538.487	0.0	0.0	-90.0	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1310	000011	0	0	0	0	1	1	0.500	3538.987	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1311	000010	0	0	0	0	1	0	0.500	3539.487	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1312	001010	0	0	1	0	1	0	1.222	3540.709	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1313	001110	0	0	1	1	1	0	1.600	3542.309	0.0	0.0	80.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1314	002010	0	0	2	0	1	0	1.222	3543.530	0.0	0.0	45.8	0.80	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1315	000011	0	0	0	0	1	1	0.500	3544.030	0.0	0.0	0.0	0.80	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1316	000001	0	0	0	0	0	1	0.500	3544.530	0.0	0.0	0.0	0.80	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
1317	001001	0	0	1	0	0	1	1.222	3545.752	0.0	0.0	35.0	0.80	M2:(636.4,-636.4,0.0)	ω3=CW, M1=OFF, M2=ON
1318	002201	0	0	2	2	0	1	1.600	3547.352	0.0	0.0	-10.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, v=Rev, M1=OFF, M2=ON
1319	002001	0	0	2	0	0	1	1.222	3548.574	0.0	0.0	-45.8	0.00	M2:(636.4,-636.4,0.0)	ω3=CCW, M1=OFF, M2=ON
1320	000011	0	0	0	0	1	1	0.500	3549.074	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1321	000010	0	0	0	0	1	0	0.500	3549.574	0.0	0.0	0.0	0.00	M1:(636.4,-636.4,40.0)	M1=ON, M2=OFF
1322	001010	0	0	1	0	1	0	1.222	3550.795	0.0	0.0	35.0	0.00	M1:(636.4,-636.4,40.0)	ω3=CW, M1=ON, M2=OFF
1323	001110	0	0	1	1	1	0	12.800	3563.595	0.0	0.0	90.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CW, v=Fwd, M1=ON, M2=OFF
1324	002010	0	0	2	0	1	0	1.222	3564.817	0.0	0.0	55.0	6.40	M1:(636.4,-636.4,40.0)	ω3=CCW, M1=ON, M2=OFF
1325	000011	0	0	0	0	1	1	0.500	3565.317	0.0	0.0	0.0	6.40	M1:(636.4,-636.4,40.0); M2:(636.4,-636.4,0.0)	M1=ON, M2=ON
1326	000001	0	0	0	0	0	1	0.500	3565.817	0.0	0.0	0.0	6.40	M2:(636.4,-636.4,0.0)	M1=OFF, M2=ON
